RegionID,SizeRank,RegionName,RegionType,StateName,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-30,2023-10-31,2023-11-30,2023-12-31,2024-01-31,2024-02-29
394520,144,"Davenport, IA",msa,IL,156301.0,160372.0,159858.0,156026.0,148777.0,153697.0,160971.0,167803.0,166339.0,166581.0,167222.0,168245.0,169253.0,167829.0,166828.0,157292.0,155574.0,153919.0,159776.0,160303.0,164976.0,172563.0,170711.0,185593.0,184333.0,190526.0,178210.0,175351.0,175518.0,170536.0,180707.0,185588.0,191063.0,183812.0,181174.0,183914.0,187699.0,189041.0,191092.0,191883.0,196053.0,186810.0,189086.0,185265.0,192275.0,191791.0,203079.0,201042.0,199457.0,186197.0,187901.0,189792.0,191672.0,191598.0,184770.0,186752.0,191299.0,200002.0,196977.0,195366.0,199728.0,208783.0,209769.0,206461.0,200843.0,201843.0,207280.0
395146,145,"Tallahassee, FL",msa,FL,247947.0,205066.0,213460.0,221790.0,244147.0,244495.0,233784.0,205601.0,213172.0,216173.0,212946.0,197826.0,205321.0,204953.0,217946.0,219580.0,256107.0,253383.0,260307.0,229793.0,230496.0,224233.0,215357.0,213319.0,222323.0,232712.0,247647.0,258206.0,246563.0,239471.0,231690.0,240485.0,238933.0,240308.0,238403.0,247238.0,262219.0,264742.0,264433.0,264843.0,263904.0,279101.0,276377.0,287353.0,293460.0,299983.0,294440.0,283283.0,284539.0,286672.0,279096.0,,,580079.0,,301606.0,303996.0,305958.0,307529.0,308374.0,315343.0,321673.0,320651.0,306614.0,309670.0,300854.0,307900.0
394576,146,"Eugene, OR",msa,OR,310160.0,313008.0,317553.0,321016.0,324795.0,325159.0,326154.0,318884.0,319848.0,322602.0,323351.0,326880.0,331506.0,335860.0,330454.0,328563.0,333064.0,343710.0,351854.0,346957.0,359027.0,353768.0,354658.0,350531.0,365885.0,377904.0,387191.0,386659.0,392383.0,394038.0,398214.0,398624.0,396555.0,402688.0,412131.0,429523.0,443305.0,454629.0,463234.0,466848.0,469367.0,467768.0,475076.0,475376.0,490573.0,502712.0,500497.0,495632.0,483496.0,490534.0,488238.0,487220.0,480915.0,487329.0,480300.0,464638.0,457047.0,476991.0,497228.0,508370.0,507026.0,505922.0,501046.0,498544.0,491085.0,494228.0,493803.0
394901,147,"Naples, FL",msa,FL,504994.0,507775.0,513541.0,522825.0,506138.0,510601.0,508215.0,524349.0,522751.0,513796.0,521660.0,513443.0,512491.0,503476.0,498973.0,501690.0,489083.0,520015.0,530627.0,574004.0,539827.0,529213.0,534840.0,573285.0,609784.0,603346.0,622458.0,624621.0,637627.0,618765.0,631992.0,639086.0,665127.0,674521.0,682583.0,693352.0,702351.0,714557.0,715092.0,727694.0,741681.0,740763.0,762881.0,793916.0,841624.0,881536.0,890849.0,881464.0,851180.0,840903.0,848174.0,878609.0,890154.0,920579.0,920391.0,935551.0,923422.0,917363.0,897583.0,901586.0,903518.0,919932.0,919687.0,897615.0,916033.0,920362.0,935786.0
394332,148,"Ann Arbor, MI",msa,MI,311069.0,297904.0,294320.0,292842.0,300073.0,301666.0,308744.0,322403.0,324903.0,323587.0,320120.0,318071.0,311882.0,299152.0,312873.0,318521.0,330665.0,317531.0,317358.0,317622.0,321123.0,328582.0,323758.0,322332.0,311998.0,313271.0,320845.0,331875.0,342027.0,335909.0,337985.0,345445.0,366778.0,373232.0,383146.0,378588.0,371319.0,358359.0,351886.0,363480.0,365995.0,364627.0,368038.0,379512.0,403598.0,413535.0,417885.0,417370.0,412805.0,405072.0,393307.0,396059.0,395293.0,390096.0,384343.0,390725.0,412074.0,428135.0,436612.0,427715.0,424834.0,418490.0,421367.0,414553.0,414734.0,417441.0,417572.0
394927,149,"Ocala, FL",msa,FL,174481.0,180419.0,188001.0,187444.0,186477.0,185688.0,187333.0,191592.0,188309.0,186577.0,182836.0,182631.0,181764.0,179199.0,180677.0,185879.0,190359.0,232098.0,228712.0,231419.0,193430.0,192563.0,188734.0,191512.0,198357.0,204257.0,209052.0,216836.0,219125.0,215952.0,212049.0,219285.0,235380.0,248124.0,259335.0,260733.0,270952.0,267240.0,270182.0,262667.0,269503.0,272982.0,278719.0,288428.0,299689.0,306447.0,308144.0,308726.0,309600.0,310618.0,309688.0,309804.0,297511.0,281838.0,281404.0,294481.0,314336.0,309302.0,311818.0,314703.0,321367.0,319914.0,323616.0,323336.0,327234.0,316390.0,316505.0
394679,150,"Hickory, NC",msa,NC,174613.0,178815.0,180896.0,183797.0,184151.0,187031.0,185221.0,192741.0,188780.0,195339.0,193325.0,197092.0,193540.0,196763.0,201882.0,208729.0,207836.0,200392.0,202807.0,207263.0,212517.0,208281.0,211173.0,218632.0,227045.0,233850.0,236439.0,240616.0,240786.0,243037.0,244365.0,245175.0,243414.0,236946.0,244543.0,245720.0,253469.0,251811.0,259960.0,264651.0,270934.0,270538.0,275737.0,276145.0,279485.0,273373.0,275017.0,280275.0,291430.0,296408.0,290967.0,286118.0,285879.0,293560.0,297119.0,299957.0,301555.0,302364.0,315187.0,316615.0,315354.0,304811.0,300788.0,296901.0,302639.0,305113.0,320017.0
394697,151,"Huntington, WV",msa,OH,137193.0,143170.0,142445.0,145800.0,146586.0,147973.0,147733.0,145716.0,143372.0,138253.0,140227.0,140553.0,143879.0,144344.0,144688.0,144479.0,141877.0,144064.0,144017.0,146635.0,148782.0,149074.0,145621.0,142096.0,148713.0,157185.0,159481.0,163919.0,165014.0,170395.0,163033.0,161790.0,157175.0,163394.0,167177.0,170377.0,169504.0,169842.0,174182.0,178239.0,176510.0,174432.0,167853.0,170425.0,174001.0,182039.0,186021.0,190319.0,189593.0,184266.0,187890.0,190567.0,192118.0,181616.0,170028.0,168807.0,175724.0,183603.0,187861.0,190302.0,191324.0,189120.0,185860.0,185560.0,196914.0,194733.0,198439.0
394602,152,"Fort Collins, CO",msa,CO,418303.0,411795.0,411655.0,412718.0,416605.0,419600.0,420158.0,425450.0,426078.0,424596.0,430501.0,431757.0,430126.0,425210.0,425810.0,422235.0,422303.0,421985.0,422421.0,426681.0,434241.0,445498.0,445777.0,444789.0,451903.0,468705.0,484024.0,482012.0,472247.0,465623.0,477845.0,492464.0,498225.0,505008.0,510378.0,525271.0,531234.0,536066.0,542621.0,542242.0,549737.0,551085.0,565197.0,584757.0,611297.0,623213.0,620317.0,618162.0,604539.0,604589.0,604637.0,618556.0,618341.0,619266.0,608797.0,614432.0,610422.0,618131.0,618201.0,641346.0,642118.0,646758.0,614812.0,606660.0,603354.0,614874.0,621130.0
395033,153,"Rockford, IL",msa,IL,130566.0,132467.0,132673.0,132228.0,128425.0,133222.0,134138.0,133600.0,129272.0,131924.0,136245.0,137298.0,138856.0,137583.0,134554.0,131557.0,134092.0,137570.0,137244.0,138052.0,139642.0,138701.0,136037.0,139307.0,143541.0,146995.0,145522.0,150059.0,150802.0,154742.0,150593.0,151373.0,152475.0,158253.0,160621.0,159562.0,160841.0,161227.0,162711.0,158732.0,162452.0,163054.0,165692.0,164081.0,164484.0,165577.0,168394.0,168307.0,169546.0,167587.0,171931.0,172243.0,173639.0,171491.0,170710.0,170966.0,172153.0,173908.0,174696.0,179171.0,179353.0,193274.0,191014.0,194089.0,180171.0,183665.0,187545.0
